RushingStatsID,PlayerID,PositionID,TeamID,GameID,Att,Yds,Lng,TD,RunShort,RunFive,RunFifteen,RunThirtyPlus,RZInsideTwenty,RZInsideTen,RZInsideFive,RZTD,RZTotal
1430,592,2,32,192,12,61,26,1,7,4,1,0,1,1,0,0,2
1431,603,2,32,105,2,12,9,0,1,1,0,0,0,0,0,0,0
1432,603,2,32,117,1,4,4,0,1,0,0,0,1,0,0,0,1
1433,603,2,32,123,1,0,0,0,1,0,0,0,0,0,0,0,0
1434,603,2,32,139,2,2,2,0,2,0,0,0,0,0,0,0,0
1435,603,2,32,157,3,5,5,0,2,1,0,0,0,1,0,0,1
1436,603,2,32,161,3,6,3,0,3,0,0,0,0,0,0,0,0
1437,603,2,32,180,3,0,3,0,3,0,0,0,0,0,1,0,1
1438,603,2,32,184,1,2,2,0,1,0,0,0,0,0,0,0,0
1439,603,2,32,192,3,16,6,0,0,3,0,0,0,0,0,0,0
1440,604,3,32,192,1,-5,-5,0,0,1,0,0,0,0,0,0,0
1441,605,1,32,105,3,18,10,0,0,2,0,0,0,0,0,0,0
1442,605,1,32,117,4,2,5,1,0,1,0,0,0,0,1,1,1
1443,605,1,32,123,1,8,8,0,0,1,0,0,0,0,0,0,0
1444,605,1,32,157,3,9,10,0,1,1,0,0,0,0,0,0,0
1445,605,1,32,161,1,1,1,0,1,0,0,0,0,0,0,0,0
1446,605,1,32,166,2,1,2,0,1,0,0,0,0,0,0,0,0
1447,605,1,32,173,3,8,8,0,0,1,0,0,0,0,0,0,0
1448,605,1,32,180,2,-1,0,0,1,0,0,0,0,0,0,0,0
1449,605,1,32,184,6,8,7,1,2,1,0,0,0,0,1,1,1
1450,605,1,32,192,6,8,5,0,2,1,0,0,0,0,0,0,0
1451,606,3,32,105,1,13,13,0,0,1,0,0,0,0,0,0,0
1452,606,3,32,117,1,4,4,0,1,0,0,0,0,0,0,0,0
1453,606,3,32,139,1,8,8,0,0,1,0,0,0,0,0,0,0
1454,607,2,32,157,1,2,2,0,1,0,0,0,0,0,0,0,0
1455,607,2,32,161,5,16,4,0,5,0,0,0,0,1,0,0,1
1456,607,2,32,173,11,48,16,0,6,4,1,0,0,0,0,0,0
